country_code,country_name,year,value
ISL,Iceland,2013,11.6
ISL,Iceland,2014,11.6
ISL,Iceland,2015,11.38
ISL,Iceland,2016,10.97
ISL,Iceland,2017,11.09
ISL,Iceland,2018,11.29
ISL,Iceland,2019,11.74
ISL,Iceland,2020,13.11
ISL,Iceland,2021,13.15
ISL,Iceland,2022,12.55
ISL,Iceland,2023,12.39
MEX,Mexico,2003,2.7
MEX,Mexico,2004,2.62
MEX,Mexico,2005,2.51
MEX,Mexico,2006,2.44
MEX,Mexico,2007,2.47
MEX,Mexico,2008,2.46
MEX,Mexico,2009,2.47
MEX,Mexico,2010,2.49
MEX,Mexico,2011,2.47
MEX,Mexico,2012,2.42
MEX,Mexico,2013,2.44
MEX,Mexico,2014,2.43
MEX,Mexico,2015,2.4
MEX,Mexico,2016,2.4
MEX,Mexico,2017,2.41
MEX,Mexico,2018,2.38
MEX,Mexico,2019,2.34
MEX,Mexico,2020,2.57
MEX,Mexico,2021,2.4
MEX,Mexico,2022,2.33
FIN,Finland,2003,13.74
FIN,Finland,2004,13.96
FIN,Finland,2005,14.02
FIN,Finland,2006,14.02
FIN,Finland,2007,13.99
FIN,Finland,2008,14.24
FIN,Finland,2009,14.98
FIN,Finland,2010,15.2
FIN,Finland,2011,15.44
FIN,Finland,2012,15.8
FIN,Finland,2013,16.11
FIN,Finland,2014,16.23
FIN,Finland,2015,16.51
FIN,Finland,2016,16.66
FIN,Finland,2017,16.74
FIN,Finland,2018,16.8
FIN,Finland,2019,17.08
FIN,Finland,2020,17.33
FIN,Finland,2021,17.6
FIN,Finland,2022,17.75
HUN,Hungary,2003,7.25
HUN,Hungary,2004,7.29
HUN,Hungary,2005,7.1
HUN,Hungary,2006,7.18
HUN,Hungary,2007,6.92
HUN,Hungary,2008,6.86
HUN,Hungary,2009,7.67
HUN,Hungary,2010,7.11
HUN,Hungary,2011,7.35
HUN,Hungary,2012,7.07
HUN,Hungary,2013,7.19
HUN,Hungary,2014,7.13
HUN,Hungary,2015,7.04
HUN,Hungary,2016,7.01
HUN,Hungary,2017,6.88
HUN,Hungary,2018,6.99
HUN,Hungary,2019,7.06
HUN,Hungary,2020,7.26
HUN,Hungary,2021,6.98
HUN,Hungary,2022,6.82
DEU,Germany,2003,12.07
DEU,Germany,2004,12.23
DEU,Germany,2005,12.23
DEU,Germany,2006,12.02
DEU,Germany,2007,11.89
DEU,Germany,2008,11.97
DEU,Germany,2009,12.36
DEU,Germany,2010,12.83
DEU,Germany,2011,12.8
DEU,Germany,2012,13.0
DEU,Germany,2013,13.13
DEU,Germany,2014,13.34
DEU,Germany,2015,13.66
DEU,Germany,2016,13.77
DEU,Germany,2017,13.95
DEU,Germany,2018,14.13
DEU,Germany,2019,14.24
DEU,Germany,2020,14.68
DEU,Germany,2021,15.15
DEU,Germany,2022,14.95
ITA,Italy,2003,7.2
ITA,Italy,2004,7.23
ITA,Italy,2005,7.32
ITA,Italy,2006,7.26
ITA,Italy,2007,7.25
ITA,Italy,2008,7.39
ITA,Italy,2009,7.59
ITA,Italy,2010,7.72
ITA,Italy,2011,7.86
ITA,Italy,2012,7.96
ITA,Italy,2013,8.19
ITA,Italy,2014,8.32
ITA,Italy,2015,8.4
ITA,Italy,2016,8.44
ITA,Italy,2017,8.44
ITA,Italy,2018,8.52
ITA,Italy,2019,8.49
ITA,Italy,2020,8.76
ITA,Italy,2021,8.95
ITA,Italy,2022,8.78
ITA,Italy,2023,8.79
ISR,Israel,2003,11.16
ISR,Israel,2004,11.13
ISR,Israel,2005,11.14
ISR,Israel,2006,10.69
ISR,Israel,2007,10.41
ISR,Israel,2008,10.42
ISR,Israel,2009,10.55
ISR,Israel,2010,10.71
ISR,Israel,2011,10.61
ISR,Israel,2012,10.55
ISR,Israel,2013,10.7
ISR,Israel,2014,11.13
ISR,Israel,2015,11.28
ISR,Israel,2016,11.18
ISR,Israel,2017,11.21
ISR,Israel,2018,11.36
ISR,Israel,2019,11.53
ISR,Israel,2020,12.19
ISR,Israel,2021,12.0
ISR,Israel,2022,12.08
SWE,Sweden,2003,16.9
SWE,Sweden,2004,17.04
SWE,Sweden,2005,16.81
SWE,Sweden,2006,16.44
SWE,Sweden,2007,16.32
SWE,Sweden,2008,16.18
SWE,Sweden,2009,16.42
SWE,Sweden,2010,16.27
SWE,Sweden,2011,16.23
SWE,Sweden,2012,16.06
SWE,Sweden,2013,16.15
SWE,Sweden,2014,16.28
SWE,Sweden,2015,16.71
SWE,Sweden,2016,17.17
SWE,Sweden,2017,16.75
SWE,Sweden,2018,16.73
SWE,Sweden,2019,16.58
SWE,Sweden,2020,16.84
SWE,Sweden,2021,16.78
CAN,Canada,2003,10.24
CAN,Canada,2004,10.18
CAN,Canada,2005,10.09
CAN,Canada,2006,10.16
CAN,Canada,2007,10.47
CAN,Canada,2008,10.57
CAN,Canada,2009,10.92
CAN,Canada,2010,11.0
CAN,Canada,2011,11.02
CAN,Canada,2012,10.99
CAN,Canada,2013,11.07
CAN,Canada,2014,11.18
CAN,Canada,2015,11.43
CAN,Canada,2016,11.6
CAN,Canada,2017,11.57
CAN,Canada,2018,11.65
CAN,Canada,2019,11.73
CAN,Canada,2020,12.26
CAN,Canada,2021,12.61
CAN,Canada,2022,12.59
CAN,Canada,2023,12.68
CHE,Switzerland,2003,11.27
CHE,Switzerland,2004,11.49
CHE,Switzerland,2005,11.76
CHE,Switzerland,2006,11.79
CHE,Switzerland,2007,11.78
CHE,Switzerland,2008,11.87
CHE,Switzerland,2009,12.13
CHE,Switzerland,2010,12.56
CHE,Switzerland,2011,12.88
CHE,Switzerland,2012,13.27
CHE,Switzerland,2013,13.55
CHE,Switzerland,2014,13.66
CHE,Switzerland,2015,14.06
CHE,Switzerland,2016,14.47
CHE,Switzerland,2017,14.72
CHE,Switzerland,2018,14.93
CHE,Switzerland,2019,15.08
CHE,Switzerland,2020,15.31
CHE,Switzerland,2021,15.76
CHE,Switzerland,2022,15.87
CHE,Switzerland,2023,15.87
AUS,Australia,2003,10.13
AUS,Australia,2004,10.22
AUS,Australia,2005,10.75
AUS,Australia,2006,10.63
AUS,Australia,2007,10.55
AUS,Australia,2008,11.11
AUS,Australia,2009,11.21
AUS,Australia,2010,11.49
AUS,Australia,2011,11.87
AUS,Australia,2012,12.09
AUS,Australia,2013,12.08
AUS,Australia,2014,12.81
AUS,Australia,2015,13.33
AUS,Australia,2016,13.64
AUS,Australia,2017,13.69
CZE,Czechia,2003,5.83
CZE,Czechia,2004,5.65
CZE,Czechia,2005,5.72
CZE,Czechia,2006,5.77
CZE,Czechia,2007,5.76
CZE,Czechia,2008,5.9
CZE,Czechia,2009,6.1
CZE,Czechia,2010,6.13
CZE,Czechia,2011,6.35
CZE,Czechia,2012,6.43
CZE,Czechia,2013,6.41
CZE,Czechia,2014,6.51
CZE,Czechia,2015,6.48
CZE,Czechia,2016,6.52
CZE,Czechia,2017,6.6
CZE,Czechia,2018,6.68
CZE,Czechia,2019,6.72
CZE,Czechia,2020,7.05
CZE,Czechia,2021,7.23
CZE,Czechia,2022,7.45
GRC,Greece,2003,4.34
GRC,Greece,2004,4.97
GRC,Greece,2005,4.85
GRC,Greece,2006,4.9
GRC,Greece,2007,5.17
GRC,Greece,2008,5.05
GRC,Greece,2009,5.08
GRC,Greece,2010,5.46
GRC,Greece,2011,5.88
GRC,Greece,2012,6.48
GRC,Greece,2013,6.97
GRC,Greece,2014,7.05
GRC,Greece,2015,6.75
GRC,Greece,2016,6.88
GRC,Greece,2017,6.69
GRC,Greece,2018,6.77
GRC,Greece,2019,6.87
GRC,Greece,2020,7.27
GRC,Greece,2021,7.21
GRC,Greece,2022,6.97
EST,Estonia,2003,5.99
EST,Estonia,2004,6.17
EST,Estonia,2005,5.97
EST,Estonia,2006,5.46
EST,Estonia,2007,5.19
EST,Estonia,2008,5.03
EST,Estonia,2009,5.47
EST,Estonia,2010,5.95
EST,Estonia,2011,5.66
EST,Estonia,2012,5.66
EST,Estonia,2013,5.8
EST,Estonia,2014,6.03
EST,Estonia,2015,6.02
EST,Estonia,2016,5.96
EST,Estonia,2017,5.91
EST,Estonia,2018,6.02
EST,Estonia,2019,5.95
EST,Estonia,2020,6.09
EST,Estonia,2021,6.33
EST,Estonia,2022,6.74
NLD,Netherlands,2003,14.19
NLD,Netherlands,2004,14.21
NLD,Netherlands,2005,15.21
NLD,Netherlands,2006,15.4
NLD,Netherlands,2007,15.4
NLD,Netherlands,2008,15.58
NLD,Netherlands,2009,16.0
NLD,Netherlands,2010,16.82
NLD,Netherlands,2011,17.13
NLD,Netherlands,2012,17.21
NLD,Netherlands,2013,17.22
NLD,Netherlands,2014,16.96
NLD,Netherlands,2015,16.57
NLD,Netherlands,2016,16.33
NLD,Netherlands,2017,16.31
NLD,Netherlands,2018,16.36
NLD,Netherlands,2019,16.62
NLD,Netherlands,2020,17.1
NLD,Netherlands,2021,16.99
NLD,Netherlands,2022,16.86
LVA,Latvia,2003,5.01
LVA,Latvia,2004,4.91
LVA,Latvia,2005,5.03
LVA,Latvia,2006,4.77
LVA,Latvia,2007,4.63
LVA,Latvia,2008,4.9
LVA,Latvia,2009,5.36
LVA,Latvia,2010,5.32
LVA,Latvia,2011,5.43
LVA,Latvia,2012,5.57
LVA,Latvia,2013,5.32
LVA,Latvia,2014,5.27
LVA,Latvia,2015,5.27
LVA,Latvia,2016,5.4
LVA,Latvia,2017,5.46
LVA,Latvia,2018,5.44
LVA,Latvia,2019,5.53
LVA,Latvia,2020,5.74
LVA,Latvia,2021,6.09
LVA,Latvia,2022,6.12
COL,Colombia,2015,3.94
COL,Colombia,2016,4.0
COL,Colombia,2017,4.06
COL,Colombia,2018,4.0
COL,Colombia,2019,4.04
COL,Colombia,2020,3.89
COL,Colombia,2021,4.59
COL,Colombia,2022,4.39
ESP,Spain,2003,5.66
ESP,Spain,2004,5.74
ESP,Spain,2005,5.74
ESP,Spain,2006,5.91
ESP,Spain,2007,5.93
ESP,Spain,2008,6.14
ESP,Spain,2009,6.69
ESP,Spain,2010,7.09
ESP,Spain,2011,7.35
ESP,Spain,2012,7.44
ESP,Spain,2013,7.55
ESP,Spain,2014,7.67
ESP,Spain,2015,7.59
ESP,Spain,2016,7.64
ESP,Spain,2017,7.71
ESP,Spain,2018,7.74
ESP,Spain,2019,7.82
ESP,Spain,2020,8.29
ESP,Spain,2021,8.38
ESP,Spain,2022,8.5
KOR,Korea,2008,3.58
KOR,Korea,2009,4.25
KOR,Korea,2010,4.84
KOR,Korea,2011,5.42
KOR,Korea,2012,5.67
KOR,Korea,2013,6.19
KOR,Korea,2014,6.6
KOR,Korea,2015,6.8
KOR,Korea,2016,7.05
KOR,Korea,2017,7.19
KOR,Korea,2018,7.63
KOR,Korea,2019,8.13
KOR,Korea,2020,8.68
KOR,Korea,2021,9.29
KOR,Korea,2022,9.66
JPN,Japan,2003,8.19
JPN,Japan,2004,8.54
JPN,Japan,2005,8.98
JPN,Japan,2006,9.24
JPN,Japan,2007,9.36
JPN,Japan,2008,9.71
JPN,Japan,2009,10.23
JPN,Japan,2010,10.8
JPN,Japan,2011,11.15
JPN,Japan,2012,11.65
JPN,Japan,2013,11.87
JPN,Japan,2014,12.15
JPN,Japan,2015,12.54
JPN,Japan,2016,12.77
JPN,Japan,2017,12.72
JPN,Japan,2018,12.74
JPN,Japan,2019,12.8
JPN,Japan,2020,13.12
JPN,Japan,2021,13.42
JPN,Japan,2022,13.66
LTU,Lithuania,2003,6.79
LTU,Lithuania,2004,6.92
LTU,Lithuania,2005,6.6
LTU,Lithuania,2006,6.86
LTU,Lithuania,2007,6.51
LTU,Lithuania,2008,6.23
LTU,Lithuania,2009,6.61
LTU,Lithuania,2010,7.02
LTU,Lithuania,2011,6.97
LTU,Lithuania,2012,6.7
LTU,Lithuania,2013,6.56
LTU,Lithuania,2014,6.42
LTU,Lithuania,2015,6.73
LTU,Lithuania,2016,6.77
LTU,Lithuania,2017,6.83
LTU,Lithuania,2018,6.86
LTU,Lithuania,2019,7.21
LTU,Lithuania,2020,7.12
LTU,Lithuania,2021,7.32
LTU,Lithuania,2022,7.71
AUT,Austria,2003,8.71
AUT,Austria,2004,9.07
AUT,Austria,2005,9.24
AUT,Austria,2006,9.33
AUT,Austria,2007,9.31
AUT,Austria,2008,9.36
AUT,Austria,2009,9.71
AUT,Austria,2010,9.96
AUT,Austria,2011,10.05
AUT,Austria,2012,10.15
AUT,Austria,2013,10.23
AUT,Austria,2014,10.35
AUT,Austria,2015,10.57
AUT,Austria,2016,10.58
AUT,Austria,2017,10.74
AUT,Austria,2018,10.79
AUT,Austria,2019,10.71
AUT,Austria,2020,11.04
AUT,Austria,2021,11.47
AUT,Austria,2022,11.32
TUR,Türkiye,2009,2.78
TUR,Türkiye,2010,2.61
TUR,Türkiye,2011,2.87
TUR,Türkiye,2012,3.26
TUR,Türkiye,2013,3.36
TUR,Türkiye,2014,3.76
TUR,Türkiye,2015,3.97
TUR,Türkiye,2016,4.13
TUR,Türkiye,2017,4.21
TUR,Türkiye,2018,4.97
TUR,Türkiye,2019,5.31
TUR,Türkiye,2020,5.47
TUR,Türkiye,2021,5.57
TUR,Türkiye,2022,5.99
TUR,Türkiye,2023,6.35
POL,Poland,2003,6.08
POL,Poland,2004,5.77
POL,Poland,2005,5.63
POL,Poland,2006,5.75
POL,Poland,2007,5.48
POL,Poland,2008,5.4
POL,Poland,2009,5.54
POL,Poland,2010,5.82
POL,Poland,2011,5.71
POL,Poland,2012,5.8
POL,Poland,2013,6.03
POL,Poland,2014,5.89
POL,Poland,2015,5.87
POL,Poland,2016,5.96
POL,Poland,2017,5.96
POL,Poland,2018,5.95
POL,Poland,2019,5.97
POL,Poland,2020,6.1
POL,Poland,2021,6.59
POL,Poland,2022,6.74
CHL,Chile,2010,4.1
CHL,Chile,2011,4.19
CHL,Chile,2012,4.44
CHL,Chile,2013,4.34
CHL,Chile,2014,4.96
CHL,Chile,2015,5.16
CHL,Chile,2016,4.93
CHL,Chile,2017,5.19
CHL,Chile,2018,5.36
CHL,Chile,2019,5.65
BEL,Belgium,2003,10.76
BEL,Belgium,2004,10.84
BEL,Belgium,2005,10.89
BEL,Belgium,2006,11.07
BEL,Belgium,2007,11.04
BEL,Belgium,2008,11.14
BEL,Belgium,2009,11.55
BEL,Belgium,2010,11.79
BEL,Belgium,2011,12.11
BEL,Belgium,2012,12.35
BEL,Belgium,2013,12.53
BEL,Belgium,2014,12.72
BEL,Belgium,2015,12.97
BEL,Belgium,2016,13.2
BEL,Belgium,2017,13.4
BEL,Belgium,2018,13.33
BEL,Belgium,2019,13.41
BEL,Belgium,2020,13.69
BEL,Belgium,2021,13.7
BEL,Belgium,2022,13.51
SVN,Slovenia,2003,5.24
SVN,Slovenia,2004,5.1
SVN,Slovenia,2005,5.21
SVN,Slovenia,2006,5.22
SVN,Slovenia,2007,5.18
SVN,Slovenia,2008,5.26
SVN,Slovenia,2009,5.47
SVN,Slovenia,2010,5.67
SVN,Slovenia,2011,5.97
SVN,Slovenia,2012,6.22
SVN,Slovenia,2013,6.37
SVN,Slovenia,2014,6.34
SVN,Slovenia,2015,6.47
SVN,Slovenia,2016,6.74
SVN,Slovenia,2017,6.64
SVN,Slovenia,2018,6.68
SVN,Slovenia,2019,6.84
SVN,Slovenia,2020,7.12
SVN,Slovenia,2021,7.53
SVN,Slovenia,2022,7.66
DNK,Denmark,2003,18.35
DNK,Denmark,2004,18.13
DNK,Denmark,2005,18.19
DNK,Denmark,2006,18.08
DNK,Denmark,2007,18.08
DNK,Denmark,2008,18.03
DNK,Denmark,2009,19.13
DNK,Denmark,2010,19.65
DNK,Denmark,2011,19.29
DNK,Denmark,2012,19.17
DNK,Denmark,2013,19.38
DNK,Denmark,2014,19.07
DNK,Denmark,2015,18.68
DNK,Denmark,2016,18.33
DNK,Denmark,2017,18.33
DNK,Denmark,2018,18.29
DNK,Denmark,2019,18.21
DNK,Denmark,2020,18.65
DNK,Denmark,2021,19.12
DNK,Denmark,2022,18.87
BGR,Bulgaria,2003,5.23
BGR,Bulgaria,2004,5.17
BGR,Bulgaria,2005,5.13
BGR,Bulgaria,2006,5.04
BGR,Bulgaria,2007,4.86
BGR,Bulgaria,2008,4.42
BGR,Bulgaria,2009,4.7
BGR,Bulgaria,2010,4.87
BGR,Bulgaria,2011,5.16
BGR,Bulgaria,2012,5.26
BGR,Bulgaria,2013,5.36
BGR,Bulgaria,2014,5.36
BGR,Bulgaria,2015,5.23
BGR,Bulgaria,2016,5.33
BGR,Bulgaria,2017,5.15
BGR,Bulgaria,2018,5.24
BGR,Bulgaria,2019,5.25
BGR,Bulgaria,2020,5.65
BGR,Bulgaria,2021,6.04
GBR,United Kingdom,2003,10.65
GBR,United Kingdom,2004,10.96
GBR,United Kingdom,2005,11.16
GBR,United Kingdom,2006,11.34
GBR,United Kingdom,2007,11.24
GBR,United Kingdom,2008,11.42
GBR,United Kingdom,2009,11.96
GBR,United Kingdom,2010,12.46
GBR,United Kingdom,2011,12.56
GBR,United Kingdom,2012,12.5
GBR,United Kingdom,2013,12.68
GBR,United Kingdom,2014,12.48
GBR,United Kingdom,2015,12.36
GBR,United Kingdom,2016,12.23
GBR,United Kingdom,2017,12.31
GBR,United Kingdom,2018,12.26
GBR,United Kingdom,2019,12.28
GBR,United Kingdom,2020,12.68
GBR,United Kingdom,2021,12.94
GBR,United Kingdom,2022,12.67
CRI,Costa Rica,2003,3.07
CRI,Costa Rica,2004,3.24
CRI,Costa Rica,2005,3.7
CRI,Costa Rica,2006,3.56
CRI,Costa Rica,2007,3.45
CRI,Costa Rica,2008,3.38
CRI,Costa Rica,2009,3.86
CRI,Costa Rica,2010,3.67
CRI,Costa Rica,2011,4.03
CRI,Costa Rica,2012,3.78
CRI,Costa Rica,2013,4.15
CRI,Costa Rica,2014,4.03
CRI,Costa Rica,2015,3.5
CRI,Costa Rica,2016,3.64
CRI,Costa Rica,2017,3.61
CRI,Costa Rica,2018,3.57
CRI,Costa Rica,2019,4.25
CRI,Costa Rica,2020,4.41
CRI,Costa Rica,2021,4.05
CRI,Costa Rica,2022,4.0
USA,United States,2003,11.93
USA,United States,2004,11.96
USA,United States,2005,11.93
USA,United States,2006,12.06
USA,United States,2007,12.21
USA,United States,2008,12.54
USA,United States,2009,13.32
USA,United States,2010,13.6
USA,United States,2011,13.51
USA,United States,2012,13.62
USA,United States,2013,13.59
USA,United States,2014,13.38
USA,United States,2015,13.49
USA,United States,2016,13.6
USA,United States,2017,13.51
USA,United States,2018,13.57
USA,United States,2019,13.78
USA,United States,2020,14.03
USA,United States,2021,13.9
USA,United States,2022,13.59
SVK,Slovak Republic,2003,6.44
SVK,Slovak Republic,2004,6.07
SVK,Slovak Republic,2005,5.53
SVK,Slovak Republic,2006,5.29
SVK,Slovak Republic,2007,5.38
SVK,Slovak Republic,2008,5.26
SVK,Slovak Republic,2009,5.15
SVK,Slovak Republic,2010,5.32
SVK,Slovak Republic,2011,5.4
SVK,Slovak Republic,2012,5.35
SVK,Slovak Republic,2013,5.32
SVK,Slovak Republic,2014,5.46
SVK,Slovak Republic,2015,5.4
SVK,Slovak Republic,2016,5.4
SVK,Slovak Republic,2017,5.4
SVK,Slovak Republic,2018,5.31
SVK,Slovak Republic,2019,5.42
SVK,Slovak Republic,2020,5.61
SVK,Slovak Republic,2021,5.6
SVK,Slovak Republic,2022,5.69
SVK,Slovak Republic,2023,5.71
HRV,Croatia,2003,5.33
HRV,Croatia,2004,5.07
HRV,Croatia,2005,5.13
HRV,Croatia,2006,5.16
HRV,Croatia,2007,4.8
HRV,Croatia,2008,4.83
HRV,Croatia,2009,5.19
HRV,Croatia,2010,5.25
HRV,Croatia,2011,5.02
HRV,Croatia,2012,5.3
HRV,Croatia,2013,5.76
HRV,Croatia,2014,6.24
HRV,Croatia,2015,6.14
HRV,Croatia,2016,6.06
HRV,Croatia,2017,6.1
HRV,Croatia,2018,6.17
HRV,Croatia,2019,6.52
HRV,Croatia,2020,6.5
HRV,Croatia,2021,6.39
HRV,Croatia,2022,6.25
IRL,Ireland,2003,9.48
IRL,Ireland,2004,9.62
IRL,Ireland,2005,9.71
IRL,Ireland,2006,10.0
IRL,Ireland,2007,9.8
IRL,Ireland,2008,10.28
IRL,Ireland,2009,11.59
IRL,Ireland,2010,13.09
IRL,Ireland,2011,13.48
IRL,Ireland,2012,13.66
IRL,Ireland,2013,13.43
IRL,Ireland,2014,13.27
IRL,Ireland,2015,13.1
IRL,Ireland,2016,12.83
IRL,Ireland,2017,12.77
IRL,Ireland,2018,12.56
IRL,Ireland,2019,12.5
IRL,Ireland,2020,12.53
IRL,Ireland,2021,12.85
NZL,New Zealand,2013,10.91
NZL,New Zealand,2014,10.86
NZL,New Zealand,2015,10.79
NZL,New Zealand,2016,10.23
NZL,New Zealand,2017,10.1
NZL,New Zealand,2018,10.47
NZL,New Zealand,2019,10.55
NZL,New Zealand,2020,10.75
NZL,New Zealand,2021,10.63
NZL,New Zealand,2022,10.39
LUX,Luxembourg,2003,11.49
LUX,Luxembourg,2004,12.14
LUX,Luxembourg,2005,12.52
LUX,Luxembourg,2006,13.09
LUX,Luxembourg,2007,13.25
LUX,Luxembourg,2008,13.98
LUX,Luxembourg,2009,13.7
LUX,Luxembourg,2010,14.48
LUX,Luxembourg,2011,15.1
LUX,Luxembourg,2012,15.33
LUX,Luxembourg,2013,16.26
LUX,Luxembourg,2014,16.4
LUX,Luxembourg,2015,16.25
LUX,Luxembourg,2016,16.48
LUX,Luxembourg,2017,16.54
LUX,Luxembourg,2018,16.62
LUX,Luxembourg,2019,17.08
LUX,Luxembourg,2020,17.75
LUX,Luxembourg,2021,17.76
LUX,Luxembourg,2022,17.59
PRT,Portugal,2003,5.96
PRT,Portugal,2004,6.09
PRT,Portugal,2005,6.24
PRT,Portugal,2006,6.24
PRT,Portugal,2007,6.28
PRT,Portugal,2008,6.46
PRT,Portugal,2009,6.86
PRT,Portugal,2010,7.02
PRT,Portugal,2011,7.39
PRT,Portugal,2012,7.69
PRT,Portugal,2013,7.93
PRT,Portugal,2014,7.97
PRT,Portugal,2015,8.03
PRT,Portugal,2016,8.23
PRT,Portugal,2017,8.22
PRT,Portugal,2018,8.22
PRT,Portugal,2019,8.26
PRT,Portugal,2020,8.64
PRT,Portugal,2021,9.03
PRT,Portugal,2022,8.94
